px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
8.46292	0.243462	0	0	0	8.46292	0.243462	8.6	0.25	-3.00029	0	1.03951e-320
8.46016	0.246046	-0.00149819	0.00301622	0.0025122	8.44818	0.251553	8.45	0.25	-3.00027	0	6.90261e-310
8.4644	0.244807	0.000955912	0.000819685	0.000574008	8.56759	0.241943	8.45	0.25	0	0	0.123965
8.46294	0.246727	0.000188464	0.00309109	0.00227909	8.45582	0.253997	8.45	0.25	0	0	6.90261e-310
8.40262	0.234936	-0.219502	-0.00966795	-0.0104117	8.42544	0.254042	8.35	0.25	-1.81979	0	33.8306
8.36824	0.238732	-0.23923	-0.00133825	-0.00398935	8.23962	0.24916	8.25	0.25	-1.81978	0	6.90261e-310
8.21976	0.220574	-0.747356	-0.0249195	-0.0242972	7.93286	0.188391	8.05	0.2	-3.99976	-0.99994	123.063
8.13441	0.216415	-0.796815	-0.0213579	-0.0203765	7.84073	0.159858	7.85	0.15	-3.99972	-0.99993	6.90261e-310
7.98983	0.209967	-1.17601	-0.0296837	-0.024662	7.61269	0.155818	7.7	0.15	-2.99982	0	57.4339
7.87705	0.207841	-1.23543	-0.0222683	-0.018077	7.54016	0.159641	7.55	0.15	-2.99982	0	6.90261e-310
7.77258	0.205319	-1.35419	-0.0226624	-0.0154917	7.50815	0.0953827	7.45	0.100001	-1.8165	-0.908239	5.25482
7.64809	0.194251	-1.4127	-0.00900245	-0.000157987	7.3426	0.0345312	7.35	0.0500011	-1.81648	-0.90823	6.90261e-310
7.4995	0.188187	-1.66266	-0.00329591	0.00886872	7.20598	0.00492725	7.2	9.49949e-07	-2.72851	-0.909507	19.6287
7.35716	0.164798	-1.72277	0.0422927	0.048803	7.05406	-0.0533413	7.05	-0.0499992	-2.72849	-0.909499	6.90261e-310
7.2453	0.14125	-1.73784	0.0838418	0.0813701	6.74585	-0.143185	6.95	-0.15	-1.81898	-1.81898	4.85316
7.1061	0.0730446	-1.79032	0.202846	0.172561	6.84972	-0.258748	6.85	-0.25	-1.81896	-1.81897	6.90261e-310
6.99319	0.0228947	-1.85894	0.26141	0.211635	6.66966	-0.346668	6.75	-0.349999	-2.00076	-2.00075	5.64482
6.86731	-0.0945262	-1.91897	0.425593	0.32508	6.64329	-0.462604	6.65	-0.449999	-2.00076	-2.00075	6.90261e-310
6.81266	-0.23801	-1.82385	0.632061	0.463587	6.60862	-0.557035	6.6	-0.549999	-0.998836	-1.99769	9.9276
6.71704	-0.368745	-1.88776	0.759743	0.536159	6.56029	-0.650892	6.55	-0.65	-0.99884	-1.99769	6.90261e-310
6.67193	-0.557553	-1.86419	0.978192	0.673769	6.40696	-0.842921	6.5	-0.85	-0.908747	-3.63498	9.31929
6.59811	-0.723514	-1.95487	1.10288	0.730182	6.45805	-1.05268	6.45	-1.05	-0.908739	-3.63494	6.90261e-310
6.5165	-0.802313	-2.01049	1.08128	0.671617	6.38626	-1.15695	6.35	-1.15	-1.81897	-1.81898	7.4145
6.438	-0.960661	-2.11441	1.15903	0.693375	6.25499	-1.25007	6.25	-1.25	-1.81896	-1.81896	6.90261e-310
6.49588	-1.25146	-2.16186	1.48204	0.943577	6.43125	-1.48148	6.3	-1.45	0.909739	-3.63894	39.4959
6.47076	-1.41663	-2.2486	1.55425	0.950781	6.36328	-1.65656	6.35	-1.65	0.909727	-3.63891	6.90261e-310
6.43026	-1.50213	-2.23013	1.52866	0.865008	6.3228	-1.81431	6.3	-1.8	-0.999494	-2.9985	8.20339
6.39915	-1.66454	-2.33627	1.5739	0.855314	6.24641	-1.95075	6.25	-1.95	-0.999489	-2.99847	6.90261e-310
6.4371	-1.86144	-2.46986	1.70687	0.955718	6.31851	-2.10969	6.3	-2.1	0.999984	-2.99994	11.0368
6.43682	-2.02218	-2.54859	1.74876	0.942096	6.34644	-2.23829	6.35	-2.25	0.999979	-2.99994	6.90261e-310
6.43225	-2.15895	-2.53757	1.75849	0.883456	6.32593	-2.40018	6.35	-2.4	0	-2.72613	3.79282
6.43789	-2.33728	-2.61823	1.79132	0.861291	6.34927	-2.55175	6.35	-2.55	0	-2.72611	6.90261e-310
6.4792	-2.51114	-2.69773	1.85441	0.884453	6.43125	-2.71878	6.4	-2.7	0.909499	-2.72851	2.20407
6.50254	-2.68646	-2.75819	1.88463	0.862458	6.43257	-2.84245	6.45	-2.85	0.909503	-2.72851	6.90261e-310
6.51531	-2.81741	-2.72285	1.88911	0.805811	6.46536	-3.00452	6.45	-3	0	-2.99754	2.96984
6.53192	-2.98501	-2.78563	1.90307	0.776743	6.44119	-3.14955	6.45	-3.15	0	-2.99754	6.90261e-310
6.58252	-3.15175	-2.83764	1.94485	0.780519	6.52249	-3.32007	6.5	-3.3	0.910402	-2.7312	1.03202
6.61747	-3.32914	-2.88582	1.9635	0.754675	6.5453	-3.45745	6.55	-3.45	0.910402	-2.7312	6.90261e-310
6.69308	-3.49817	-2.96409	2.0184	0.781209	6.6358	-3.59197	6.65	-3.6	1.81722	-2.72583	1.88696
6.76015	-3.66535	-2.9944	2.05119	0.76925	6.76011	-3.75457	6.75	-3.75	1.81721	-2.72581	6.90261e-310
6.81964	-3.80857	-2.94979	2.07338	0.738045	6.83625	-3.92723	6.8	-3.9	0.907988	-2.72396	1.36948
6.88681	-3.97323	-2.978	2.09819	0.720959	6.85997	-4.05805	6.85	-4.05	0.907976	-2.72393	6.90261e-310
6.94567	-4.10962	-2.91931	2.11507	0.687462	6.86943	-4.18507	6.9	-4.2	0.909334	-2.72801	1.70435
7.00793	-4.27067	-2.94199	2.13071	0.66455	6.94332	-4.34473	6.95	-4.35	0.90933	-2.72799	6.90261e-310
7.04911	-4.38466	-2.78173	2.12924	0.602972	7.05156	-4.49706	7	-4.45	0.910054	-1.8201	9.28685
7.11139	-4.52567	-2.78708	2.14604	0.586653	7.04099	-4.55018	7.05	-4.55	0.910054	-1.8201	6.90261e-310
7.17634	-4.64758	-2.73218	2.16317	0.564544	7.10252	-4.67934	7.1	-4.7	0.908302	-2.72489	1.13449
7.2337	-4.79658	-2.74687	2.16849	0.53817	7.14735	-4.86125	7.15	-4.85	0.908297	-2.72489	6.90261e-310
7.3355	-4.94366	-2.83834	2.20458	0.552995	7.3138	-5.05204	7.25	-5	1.81907	-2.72861	2.30399
7.39907	-5.09361	-2.84947	2.20761	0.524964	7.30424	-5.15404	7.35	-5.15	1.81907	-2.72861	6.90261e-310
7.46981	-5.21581	-2.79868	2.22031	0.504168	7.29446	-5.23429	7.4	-5.3	0.908194	-2.7246	1.16955
7.53346	-5.36953	-2.81491	2.21725	0.472263	7.44737	-5.45308	7.45	-5.45	0.90819	-2.72457	6.90261e-310
7.61869	-5.49534	-2.79406	2.23439	0.460689	7.63082	-5.61863	7.55	-5.55	1.81974	-1.81974	0.433362
7.69656	-5.63083	-2.79924	2.24294	0.443459	7.64356	-5.66706	7.65	-5.65	1.81972	-1.81972	6.90261e-310
7.77029	-5.74477	-2.74198	2.25363	0.426021	7.60376	-5.74774	7.7	-5.8	0.90983	-2.72951	1.21162
7.83293	-5.88967	-2.74933	2.24566	0.393906	7.7342	-5.95374	7.75	-5.95	0.909826	-2.72948	6.90261e-310
7.94792	-6.02815	-2.90834	2.27529	0.414032	7.82165	-6.06822	7.85	-6.1	1.9986	-2.9979	7.81107
8.01862	-6.16679	-2.92081	2.26951	0.386735	7.95703	-6.24328	7.95	-6.25	1.99858	-2.99787	6.90261e-310
8.11045	-6.28779	-2.873	2.28142	0.373745	8.17338	-6.44684	8.05	-6.35	1.81738	-1.81739	1.31346
8.19954	-6.42077	-2.87663	2.28728	0.358699	8.15891	-6.45335	8.15	-6.45	1.81737	-1.81737	6.90261e-310
8.2805	-6.53214	-2.81487	2.2952	0.344239	8.08628	-6.51855	8.2	-6.6	0.909293	-2.72787	1.37378
8.349	-6.67931	-2.82052	2.28047	0.310033	8.25411	-6.74791	8.25	-6.75	0.909293	-2.72787	6.90261e-310
8.43776	-6.79626	-2.80369	2.29005	0.302087	8.25648	-6.78122	8.35	-6.85	1.81994	-1.81993	0.411817
8.516	-6.92875	-2.80247	2.28579	0.281103	8.44494	-6.95805	8.45	-6.95	1.81993	-1.81993	6.90261e-310
8.5898	-7.03042	-2.76243	2.29043	0.270274	8.39359	-7.01743	8.5	-7.1	1.00006	-3.00018	0.779689
8.64552	-7.16798	-2.76819	2.26886	0.234971	8.54925	-7.24433	8.55	-7.25	1.00006	-3.00018	6.90261e-310
8.75651	-7.29977	-2.89304	2.28455	0.244591	8.64403	-7.39047	8.65	-7.4	1.99807	-2.99712	5.03572
8.81786	-7.44675	-2.90405	2.26085	0.208372	8.73559	-7.5421	8.75	-7.55	1.99808	-2.99712	6.90261e-310
8.88429	-7.55662	-2.77237	2.25344	0.182834	8.87176	-7.71912	8.8	-7.65	0.909955	-1.8199	6.25602
8.94552	-7.70247	-2.77284	2.23165	0.150934	8.84538	-7.75497	8.85	-7.75	0.909946	-1.81988	6.90261e-310
9.02632	-7.81882	-2.78654	2.23407	0.146546	8.88333	-7.88636	8.9	-7.9	0.999086	-2.9973	0.288441
9.07172	-7.96387	-2.79096	2.20325	0.108418	8.95966	-8.0381	8.95	-8.05	0.999095	-2.9973	6.90261e-310
9.11336	-8.06684	-2.63777	2.18449	0.0756931	8.8564	-8.01424	9	-8.15	0.909309	-1.8186	7.43953
9.16252	-8.20812	-2.63561	2.15956	0.0467929	9.05896	-8.24314	9.05	-8.25	0.909301	-1.81859	6.90261e-310
9.24208	-8.33042	-2.68151	2.1621	0.049582	9.17781	-8.47056	9.1	-8.4	1.0004	-3.00119	0.750793
9.27392	-8.4765	-2.68735	2.12525	0.0107115	9.15332	-8.54857	9.15	-8.55	1.00038	-3.00117	6.90261e-310
9.31691	-8.59255	-2.58069	2.10273	-0.0198107	9.22922	-8.6898	9.2	-8.65	0.909508	-1.819	4.08879
9.35321	-8.73666	-2.58015	2.07205	-0.0489373	9.24541	-8.76863	9.25	-8.75	0.9095	-1.81899	6.90261e-310
9.49349	-8.89468	-2.882	2.12066	0.0252347	9.37748	-9.00609	9.35	-8.95	1.99965	-3.99928	31.264
9.53229	-9.05547	-2.90052	2.08483	-0.0111252	9.44703	-9.15328	9.45	-9.15	1.99964	-3.99928	6.90261e-310
9.574	-9.17352	-2.81328	2.06308	-0.0392648	9.50096	-9.25642	9.5	-9.25	0.999584	-1.99917	2.93537
9.61426	-9.31623	-2.8186	2.03838	-0.0616316	9.54157	-9.35195	9.55	-9.35	0.999584	-1.99917	6.90261e-310
9.65044	-9.4341	-2.75172	2.01673	-0.0856603	9.47534	-9.42627	9.55	-9.5	0	-3.00023	1.81057
9.66657	-9.58922	-2.76291	1.97514	-0.122246	9.54779	-9.64959	9.55	-9.65	0	-3.0002	6.90261e-310
9.73302	-9.72827	-2.81421	1.97695	-0.109606	9.69942	-9.88416	9.6	-9.8	0.999005	-2.997	1.02345
9.75063	-9.88379	-2.82543	1.9394	-0.140934	9.64606	-9.9341	9.65	-9.95	0.998995	-2.997	6.90261e-310
9.76723	-10.0156	-2.72809	1.90198	-0.180784	9.60087	-9.96395	9.7	-10.05	0.909855	-1.81969	3.84353
9.79841	-10.1591	-2.7225	1.88131	-0.191344	9.73801	-10.1396	9.75	-10.15	0.909847	-1.81969	6.90261e-310
9.83886	-10.2941	-2.72112	1.86817	-0.1962	9.92627	-10.4745	9.75	-10.3	0	-3.00065	0.493013
9.84607	-10.4428	-2.73123	1.83282	-0.220891	9.75524	-10.4732	9.75	-10.45	0	-3.00063	6.90261e-310
9.88924	-10.5897	-2.75975	1.82859	-0.208255	9.71825	-10.5087	9.8	-10.6	0.90817	-2.72451	0.919837
9.90762	-10.7452	-2.76397	1.80256	-0.222308	9.85048	-10.7526	9.85	-10.75	0.908161	-2.72448	6.90261e-310
9.91542	-10.885	-2.69915	1.76602	-0.255827	9.88465	-10.9383	9.85	-10.9	0	-2.73074	2.01034
9.91636	-11.04	-2.70381	1.73263	-0.274419	9.83614	-11.041	9.85	-11.05	0	-2.73073	6.90261e-310
9.93404	-11.1735	-2.70514	1.7174	-0.275426	9.83952	-11.1692	9.85	-11.2	0	-2.99965	0.0773865
9.92434	-11.3228	-2.71931	1.68189	-0.296112	9.84568	-11.3496	9.85	-11.35	0	-2.99961	6.90261e-310
9.93897	-11.4626	-2.73053	1.66782	-0.294029	9.87961	-11.5637	9.85	-11.5	0	-2.99843	0.103425
9.92076	-11.6123	-2.74442	1.63077	-0.315266	9.83206	-11.6307	9.85	-11.65	0	-2.99843	6.90261e-310
9.85806	-11.7265	-2.59572	1.53962	-0.421979	9.85311	-11.8523	9.8	-11.75	-1.0003	-2.00061	15.3785
9.82895	-11.8599	-2.59959	1.50247	-0.437287	9.74928	-11.8442	9.75	-11.85	-1.00029	-2.00059	6.90261e-310
9.81026	-11.987	-2.59145	1.47347	-0.446117	9.69694	-11.9706	9.7	-12	-1.0004	-3.00119	0.156407
9.761	-12.1301	-2.61225	1.42617	-0.469518	9.65354	-12.1497	9.65	-12.15	-1.00039	-3.00116	6.90261e-310
9.70133	-12.2501	-2.55359	1.35444	-0.537842	9.72311	-12.3964	9.6	-12.25	-0.999885	-1.99981	4.87436
9.64512	-12.3761	-2.55986	1.30943	-0.554871	9.54859	-12.3478	9.55	-12.35	-0.999884	-1.99979	6.90261e-310
9.53906	-12.4745	-2.47315	1.19657	-0.673006	9.39039	-12.3902	9.45	-12.45	-1.99803	-1.99805	11.7194
9.46398	-12.5884	-2.48024	1.14432	-0.690287	9.36086	-12.5501	9.35	-12.55	-1.99804	-1.99804	6.90261e-310
9.39105	-12.7073	-2.47081	1.08906	-0.713952	9.34456	-12.7106	9.3	-12.65	-0.909773	-1.81953	0.390576
9.30486	-12.8196	-2.47049	1.03554	-0.727353	9.22134	-12.7613	9.25	-12.75	-0.909773	-1.81954	6.90261e-310
9.1433	-12.8939	-2.41713	0.868875	-0.909468	9.15326	-13.0031	9.05	-12.85	-3.99257	-1.99629	23.2793
9.01493	-12.988	-2.44993	0.792893	-0.936198	8.84161	-12.9519	8.85	-12.95	-3.99253	-1.99627	6.90261e-310
8.87039	-13.0647	-2.45527	0.68114	-1.01778	8.71632	-12.9613	8.75	-13	-1.8213	-0.910651	3.96536
8.74517	-13.1325	-2.45173	0.610644	-1.0315	8.66358	-13.0431	8.65	-13.05	-1.8213	-0.910651	6.90261e-310
8.59378	-13.1829	-2.48027	0.493355	-1.12223	8.54518	-13.1702	8.5	-13.1	-2.997	-0.999005	4.88634
8.45911	-13.2286	-2.49133	0.420736	-1.13646	8.35763	-13.1557	8.35	-13.15	-2.997	-0.998995	6.90261e-310
8.26932	-13.2519	-2.55608	0.272974	-1.25468	8.22926	-13.1698	8.2	-13.15	-2.72741	0	8.63328
8.11658	-13.2652	-2.55442	0.187305	-1.27008	8.03583	-13.1513	8.05	-13.15	-2.72742	0	6.90261e-310
7.95481	-13.2688	-2.58297	0.0875627	-1.30903	7.82914	-13.0525	7.9	-13.15	-2.72986	0	1.50923
7.80664	-13.2582	-2.57677	0.00328239	-1.32093	7.76538	-13.1647	7.75	-13.15	-2.72986	0	6.90261e-310
7.72699	-13.2848	-2.46503	0.00186754	-1.22749	7.66146	-13.3079	7.6	-13.2	-2.9979	-0.999304	7.69743
7.57418	-13.2806	-2.5054	-0.0667488	-1.22997	7.44786	-13.2517	7.45	-13.25	-2.9979	-0.999304	6.90261e-310
7.43176	-13.2603	-2.50673	-0.138367	-1.23161	7.21108	-13.0985	7.3	-13.25	-2.72846	0	0.789593
7.26896	-13.2416	-2.5482	-0.206065	-1.22766	7.16011	-13.2382	7.15	-13.25	-2.72844	0	6.90261e-310
7.11377	-13.1789	-2.63143	-0.308332	-1.28318	6.88472	-12.9588	7	-13.2	-2.99784	0.999284	4.14021
6.96104	-13.143	-2.67567	-0.36742	-1.27439	6.84891	-13.1493	6.85	-13.15	-2.99784	0.999284	6.90261e-310
6.82859	-13.0954	-2.663	-0.428318	-1.26261	6.77424	-13.2337	6.7	-13.1	-2.72787	0.909275	0.276429
6.66692	-13.0435	-2.70828	-0.485533	-1.24733	6.55759	-13.0679	6.55	-13.05	-2.72787	0.909284	6.90261e-310
6.56998	-13.0142	-2.54974	-0.507512	-1.17543	6.40137	-13.0799	6.4	-13.05	-2.72678	0	9.75611
6.40351	-12.9728	-2.60994	-0.54256	-1.14309	6.26174	-13.0534	6.25	-13.05	-2.72678	0	6.90261e-310
6.28926	-12.9164	-2.55358	-0.585214	-1.1135	6.10143	-13.0076	6.1	-13	-2.72966	0.909888	1.68071
6.11612	-12.8698	-2.62203	-0.60814	-1.07303	5.94198	-12.9494	5.95	-12.95	-2.72963	0.90988	6.90261e-310
5.98058	-12.7581	-2.76689	-0.689613	-1.11933	5.79854	-12.8478	5.8	-12.85	-2.99777	1.99851	6.91198
5.82065	-12.6928	-2.82752	-0.711235	-1.0832	5.65107	-12.7365	5.65	-12.75	-2.99778	1.99852	6.90261e-310
5.72254	-12.6278	-2.68245	-0.738818	-1.03193	5.50547	-12.5721	5.55	-12.7	-1.81798	0.908995	8.36399
5.56605	-12.5602	-2.72376	-0.755849	-0.992222	5.43839	-12.652	5.45	-12.65	-1.81799	0.908995	6.90261e-310
5.44581	-12.4437	-2.78048	-0.81491	-1.00185	5.27506	-12.4782	5.3	-12.55	-2.72627	1.81753	0.980594
5.28223	-12.3692	-2.82427	-0.821772	-0.954015	5.1307	-12.4684	5.15	-12.45	-2.72625	1.8175	6.90261e-310
5.17994	-12.2738	-2.77213	-0.859295	-0.933857	5.04446	-12.3808	5.05	-12.35	-1.8199	1.81989	1.15113
5.03811	-12.1835	-2.79984	-0.875417	-0.899127	4.92985	-12.2499	4.95	-12.25	-1.81991	1.8199	6.90261e-310
4.94214	-12.0702	-2.81488	-0.91841	-0.896968	4.75061	-11.9803	4.85	-12.15	-1.99928	1.99929	0.427763
4.82694	-11.9829	-2.82549	-0.934645	-0.869199	4.75915	-12.0666	4.75	-12.05	-1.99928	1.99928	6.90261e-310
4.73267	-11.8539	-2.84515	-0.981905	-0.870156	4.69113	-11.9084	4.7	-11.9	-0.908236	2.72471	0.153879
4.64627	-11.7264	-2.84368	-1.02644	-0.866991	4.64378	-11.7442	4.65	-11.75	-0.908231	2.7247	6.90261e-310
4.59116	-11.6223	-2.70359	-1.06892	-0.855157	4.59746	-11.6205	4.6	-11.65	-0.909847	1.81971	5.44175
4.52549	-11.5037	-2.68871	-1.11206	-0.852133	4.54975	-11.5706	4.55	-11.55	-0.909843	1.81969	6.90261e-310
4.41625	-11.323	-2.98278	-1.15049	-0.85582	4.47442	-11.3673	4.5	-11.35	-1.0008	4.0032	24.7402
4.38238	-11.1751	-2.97664	-1.21138	-0.873967	4.44059	-11.1496	4.45	-11.15	-1.0008	4.00321	6.90261e-310
4.37977	-11.0558	-2.77234	-1.28183	-0.897018	4.43713	-11.024	4.45	-11.05	0	1.81614	11.8103
4.36908	-10.9065	-2.7573	-1.34992	-0.916389	4.45136	-10.93	4.45	-10.95	0	1.81612	6.90261e-310
4.34772	-10.7595	-2.74683	-1.40545	-0.921956	4.44745	-10.786	4.45	-10.8	0	2.72555	0.119977
4.36027	-10.6097	-2.73228	-1.478	-0.944489	4.45788	-10.6457	4.45	-10.65	0	2.72554	6.90261e-310
4.35892	-10.4656	-2.71722	-1.5351	-0.950673	4.46329	-10.5756	4.45	-10.5	0	2.729	0.283466
4.37855	-10.3165	-2.71166	-1.60144	-0.965054	4.44057	-10.3382	4.45	-10.35	0	2.72898	6.90261e-310
4.40186	-10.1725	-2.69153	-1.66627	-0.979064	4.51895	-10.2367	4.5	-10.2	0.908962	2.72687	0.317376
4.45267	-10.0235	-2.69192	-1.74288	-1.00179	4.54925	-10.0439	4.55	-10.05	0.908954	2.72685	6.90261e-310
4.48274	-9.87948	-2.70117	-1.79513	-0.996524	4.63224	-9.9707	4.6	-9.9	0.909756	2.72927	0.432965
4.54877	-9.73385	-2.70749	-1.87003	-1.01619	4.63755	-9.74952	4.65	-9.75	0.909752	2.72926	6.90261e-310
4.56476	-9.57691	-2.75851	-1.88903	-0.966086	4.60757	-9.4335	4.7	-9.6	0.90859	2.72578	2.08973
4.64668	-9.43437	-2.76782	-1.96286	-0.985939	4.74589	-9.4609	4.75	-9.45	0.908586	2.72576	6.90261e-310
4.72241	-9.29984	-2.76478	-2.02811	-0.998196	4.89179	-9.39473	4.85	-9.3	1.81967	2.72952	0.451344
4.8306	-9.15616	-2.79619	-2.10663	-1.01969	4.94849	-9.13867	4.95	-9.15	1.81967	2.72951	6.90261e-310
4.91374	-9.03583	-2.80125	-2.1658	-1.02983	4.95209	-8.96272	5	-9.05	0.999884	1.99977	0.121312
5.00449	-8.9255	-2.80288	-2.22348	-1.03563	5.04121	-8.94979	5.05	-8.95	0.999874	1.99974	6.90261e-310
5.07599	-8.80023	-2.80306	-2.24665	-0.98679	5.20806	-8.88942	5.15	-8.8	1.81805	2.72708	1.72371
5.19674	-8.67222	-2.83402	-2.31058	-0.994209	5.26887	-8.63564	5.25	-8.65	1.81803	2.72705	6.90261e-310
5.29719	-8.56872	-2.83851	-2.35989	-0.992178	5.3785	-8.56768	5.35	-8.55	1.99956	1.99957	0.0831539
5.4112	-8.46258	-2.85972	-2.41268	-0.993929	5.44864	-8.42738	5.45	-8.45	1.99954	1.99954	6.90261e-310
5.49841	-8.35281	-2.83672	-2.42739	-0.93509	5.56465	-8.44845	5.5	-8.35	0.909045	1.81807	2.24965
5.60318	-8.25414	-2.82023	-2.47167	-0.929495	5.53862	-8.24357	5.55	-8.25	0.909045	1.81808	6.90261e-310
5.67859	-8.13495	-2.79039	-2.46221	-0.841331	5.64921	-8.02513	5.7	-8.1	2.72608	2.72608	4.67083
5.81236	-8.0242	-2.82313	-2.50706	-0.838165	5.85094	-7.95601	5.85	-7.95	2.72606	2.72606	6.90261e-310
5.90583	-7.91273	-2.79972	-2.50741	-0.769575	5.93492	-7.84119	5.95	-7.85	1.81801	1.81801	2.94671
6.03967	-7.80646	-2.82772	-2.54538	-0.764133	6.05986	-7.73559	6.05	-7.75	1.81802	1.81801	6.90261e-310
6.12954	-7.69504	-2.7908	-2.53329	-0.682026	6.13741	-7.63243	6.15	-7.65	1.81798	1.81798	4.28211
6.25893	-7.59671	-2.80612	-2.56569	-0.676647	6.25659	-7.54336	6.25	-7.55	1.81798	1.81798	6.90261e-310
6.35859	-7.49277	-2.77393	-2.5593	-0.609209	6.39143	-7.46358	6.35	-7.45	1.82027	1.82027	3.02405
6.48188	-7.40281	-2.77541	-2.58726	-0.604163	6.452	-7.36418	6.45	-7.35	1.82025	1.82025	6.90261e-310
6.59717	-7.31984	-2.78184	-2.61095	-0.598185	6.47916	-7.09783	6.6	-7.25	2.99862	1.99908	0.73988
6.72842	-7.22884	-2.81504	-2.63322	-0.589855	6.7556	-7.14598	6.75	-7.15	2.99862	1.99908	6.90261e-310
6.79441	-7.10452	-2.72201	-2.57311	-0.447666	6.68682	-6.93297	6.8	-7.05	0.908005	1.816	14.2744
6.91341	-7.01119	-2.7242	-2.58852	-0.439242	6.86356	-6.94732	6.85	-6.95	0.908	1.81601	6.90261e-310
7.04465	-6.93368	-2.72901	-2.61383	-0.440811	7.08741	-6.92602	7	-6.85	2.72856	1.81904	0.0244133
7.17531	-6.83747	-2.74829	-2.62692	-0.429995	7.15695	-6.75136	7.15	-6.75	2.72854	1.81902	6.90261e-310
7.26164	-6.72815	-2.6798	-2.58381	-0.325405	7.29976	-6.68807	7.25	-6.65	1.8202	1.8202	8.0212
7.38427	-6.63294	-2.69165	-2.59148	-0.315717	7.35505	-6.56058	7.35	-6.55	1.82018	1.82018	6.90261e-310
7.53567	-6.58803	-2.74702	-2.6579	-0.396067	7.53544	-6.5372	7.5	-6.5	2.99964	0.999884	5.10736
7.65956	-6.51236	-2.76004	-2.67138	-0.389911	7.65664	-6.46417	7.65	-6.45	2.99964	0.999884	6.90261e-310
7.77624	-6.4312	-2.7314	-2.67	-0.356258	7.67559	-6.34628	7.75	-6.4	1.81709	0.908549	0.996842
7.90025	-6.36497	-2.71766	-2.68761	-0.354902	7.85193	-6.35845	7.85	-6.35	1.81709	0.908545	6.90261e-310
8.02191	-6.29149	-2.69344	-2.68944	-0.327317	8.03231	-6.28406	8	-6.25	2.72931	1.81954	0.644914
8.155	-6.21024	-2.70652	-2.69757	-0.317774	8.13749	-6.14586	8.15	-6.15	2.72928	1.81952	6.90261e-310
8.23733	-6.12028	-2.63326	-2.65773	-0.232745	8.21488	-6.01843	8.25	-6.05	1.99977	1.99976	6.13839
8.35471	-6.03518	-2.65274	-2.65581	-0.219597	8.33626	-5.94674	8.35	-5.95	1.99977	1.99976	6.90261e-310
8.50634	-5.97896	-2.69857	-2.69575	-0.26449	8.50318	-5.89335	8.5	-5.9	2.72796	0.909326	2.08034
8.64541	-5.90328	-2.71442	-2.70415	-0.258302	8.65894	-5.86309	8.65	-5.85	2.72796	0.909321	6.90261e-310
8.73985	-5.80783	-2.63148	-2.6604	-0.169666	8.77185	-5.74314	8.75	-5.75	1.81776	1.81775	6.95591
8.86911	-5.71889	-2.64936	-2.65693	-0.157239	8.85444	-5.64273	8.85	-5.65	1.81774	1.81773	6.90261e-310
8.96026	-5.63301	-2.5972	-2.62293	-0.0930402	9.02394	-5.6024	8.95	-5.55	1.99657	1.99656	3.6903
9.07306	-5.54298	-2.61668	-2.61264	-0.0787178	9.05088	-5.45385	9.05	-5.45	1.99654	1.99655	6.90261e-310
9.21587	-5.48067	-2.66389	-2.64681	-0.128831	9.04088	-5.29691	9.2	-5.4	2.72728	0.909094	3.52433
9.34704	-5.39152	-2.68212	-2.64276	-0.118114	9.34223	-5.32623	9.35	-5.35	2.72727	0.90909	6.90261e-310
9.43445	-5.28834	-2.60213	-2.59123	-0.0312999	9.39579	-5.21659	9.45	-5.25	1.81816	1.81815	6.51314
9.55819	-5.19406	-2.61989	-2.58203	-0.020824	9.55303	-5.13194	9.55	-5.15	1.81813	1.81813	6.90261e-310
9.65572	-5.09853	-2.57037	-2.54503	0.0383561	9.75019	-5.14652	9.65	-5.05	1.82036	1.82036	3.33362
9.77245	-4.99815	-2.58779	-2.53088	0.049746	9.7586	-4.93134	9.75	-4.95	1.82036	1.82037	6.90261e-310
9.86463	-4.89356	-2.54594	-2.4883	0.109559	9.9198	-4.86941	9.85	-4.85	1.81578	1.81577	2.94638
9.97402	-4.79277	-2.55733	-2.47319	0.118041	9.95641	-4.74358	9.95	-4.75	1.81575	1.81575	6.90261e-310
10.0538	-4.67551	-2.51753	-2.41937	0.186129	10.0029	-4.54771	10.05	-4.6	1.82039	2.7306	3.44297
10.1579	-4.55143	-2.54802	-2.39147	0.202513	10.1428	-4.45119	10.15	-4.45	1.8204	2.7306	6.90261e-310
10.242	-4.43198	-2.53431	-2.34867	0.24622	10.1981	-4.26556	10.25	-4.3	1.81769	2.72652	1.40366
10.3472	-4.28996	-2.58443	-2.31503	0.264562	10.3644	-4.16342	10.35	-4.15	1.81768	2.7265	6.90261e-310
10.4682	-4.19625	-2.6168	-2.33136	0.218608	10.5985	-4.12247	10.45	-4.05	1.81792	1.81792	1.68072
10.5655	-4.05602	-2.65214	-2.30066	0.235433	10.5415	-3.9454	10.55	-3.95	1.8179	1.8179	6.90261e-310
10.6637	-3.94141	-2.65982	-2.28546	0.237675	10.7092	-3.85166	10.65	-3.85	1.81903	1.81904	0.0923774
10.7607	-3.81044	-2.68354	-2.26328	0.245829	10.7616	-3.75002	10.75	-3.75	1.81902	1.81903	6.90261e-310
10.8106	-3.66631	-2.6424	-2.18737	0.337376	10.795	-3.60617	10.8	-3.6	0.909773	2.72931	5.45914
